Name,Followers,Rating,Industry,Domain,rev
Ankita Kulkarni,4,5.0,Frontend,"['leadership', 'softwaredevelopment', 'technical']","['::\nGreat intro chat, very clear and able to get in depth in the short time.\n', ""::\nAs a junior developer who has been feeling far behind in their career and looking to move up, Ankita has given me the sense of confidence and hope that I would've never expected given the number of failures and rejections I've faced throughout my journey so far. Through my time with her, she has helped define my career goals more clearly and given practical steps to take in order to reach where I ultimately want to be. If you are looking for a leader who is there to help support you in your career, I would highly recommend Ankita!\n"", ""::\nAnkita has continually gone above and beyond to make sure that I'm being supported and have the help that I need when I need it. It's only been a few weeks, but I already feel more confident in my work in ways that I never did previously.\n""]"
Hossam Mourad,3,5.0,Frontend,"['javascript', 'react', 'frontend']","[""::\nHossam has the heart of a teacher and a very genuine desire to see you reach your full potential. As a newer engineer, I enjoy being able to learn from Hossam's extensive experience in Software Engineering. He does a great job of helping me to become a well-rounded engineer with hard and soft skills. There is no doubt in my mind the time and resources I have invested as a mentee has been very well worth it.\n"", '::\nHossam does an exceptional job of mentoring. I have been doing sessions with him for a little over two months and have already seen a dramatic improvement in the code that I am able to write. He has a very deliberate, well-planned method of mentoring.\nI would highly recommend mentoring sessions with Hossam, especially for anyone in the Front-End Development world.\n']"
Ahmed Sadman Muhib,2,5.0,Frontend,"['python', 'react', 'javascript']","['::\nAhmed is a great mentor! I was looking for a mentor who could help me strengthen my technical background and Ahmed was a great help. He shared many valuable resources and has excellent knowledge when it comes to technical aspects. Most importantly he held me accountable by assigning weekly milestones to achieve which helped quite a bit with my studying progress. I would highly recommend working with Ahmed.\n', ""::\nI'm absolutely loving this mentorship. Muhib is very methodical in his teaching, definitely knows what he is doing. All of his explanations are very thorough and he teaches in a fun and friendly environment. With his guidance, my productivity and retention has increased tremendously. I achieved much more in past few weeks which would have taken months otherwise. Probably the quality I like most about him is that he is very responsive and goes above and beyond to help me. I would definitely recommend him as a mentor.\n""]"
Faizal Patel,2,5.0,Frontend,"['salesforce', 'apex', 'flutter']","['::\nI find the mentor very competent. This person loves his job very much and learning goes very fast. He also asked me several times about the quality of training and adjusts to my needs. In addition, he has coaching skills, which also helps in learning. My level of English is A2 and I understand it perfectly.\n', '::\nFaizal is a great mentor\n']"
Mark Thomas,1,5.0,Frontend,"['javascript', 'react', 'career']",['NAN']
Alexis Montoro,1,5.0,Frontend,"['backend', 'frontend', 'web']",[]
Anand Safi,63,5.0,Frontend,"['technicalvision', 'sdlc', 'nodejs']","['::\nAnand helped me every step of job seeking - from screening to technical to impressing the CEO. He sent over multiple reading materials, video tutorials and sample questions of every round of interview in order to prepare for them.\n', '::\nAnand is very knowledgable in the career path that I chose and I\'m very happy with the progress I\'m making with his guidance. I\'m in that ""dark place"" when aspiring developers are between finishing a certification and landing a job offer. If you think that you need help in improving your job hunting spiel, acing that technical code interview or just need someone to ""point you to the right direction"", then Anand is the right mentor for you!\n', ""::\nThanks Anand. I feel more confident about my job search now thanks to you. I also learned a lot about topics that can't be learn through a blog post or an online course.\n""]"
Benjamin Kaiser,16,5.0,Frontend,"['javascript', 'react', 'nodejs']","['::\nBen is an excellent mentor, patient, and best teacher you could find.\n', ""::\nBenjamin is a high-class professional who knows his thing and is happy to share his knowledge. Especially if you're looking to level up your React app performance optimization and deployment skills - that's a request I approached him with and got what I expected. I will definitely come back for more mentorship again when I'll be ready to level up my skills further.\n"", ""::\nBenjamin is really friendly and helpful, he tries to help in any way he can! He shared many insights, idea's and also helped me with social oriented aspects that are related to my developer role.\n""]"
Georgie Luhur Cooke,9,5.0,Frontend,"['html', 'css', 'blogging']","[""::\nI just don't have the time do dedicate to being mentored. I wish i did\n"", '::\nIt is wonderful Ms Cooke helped me a lot\n', ""::\nI started a new job and don't have time to keep up with this right now, Georgie is great though, and this is no reflection on her as a mentor.\n""]"
Aliyu Alege,11,5.0,Frontend,"['rpa', 'blueprism', 'python']","[""::\nThe dateline for my assignment was over. He didn't reply to my last chat for 1-2 week before my dateline. Then, the subject of machine learning is still too heavy for me. I don't continue it yet. I'll focus on another subject first.\n"", '::\nAliyu was incredibly supportive and excelled at meeting me where I was at and then encouraging my growth beyond that.\n', '::\nAliyu is a great teacher!\n']"
Patrick Siewe,8,5.0,Frontend,"['fintech', 'typescript', 'go']","['::\nPatrick was just as he said - earnest in listening and candid with his feedback and very honest to boot.\n', '::\n Patrick is a super helpful and honest guy. Very personable and willing to share whatever he can to be able to meet the needs of his client. Even with a couple calls, I feel like I learned a lot and and am more comfortable with my path moving forward.\n', '::\nEvery chat we ever had was a good time, it never felt forced and I always get something out of every session. Patrick is a nice mentor and would take the time to help you achieve your goals.\n']"
Michal Tomasik,7,5.0,Frontend,"['javascript', 'reactjs', 'webdevelopment']","['::\nIt is enjoyable and highly productive at the same time to exchange with Michael. Over the last five months, Michael gave me detailed feedback in order to hone my skills as front end dev. Michael is patient, practical and gets directly to the point. To this day, I still enjoy interchanging ideas with Michael. Thank you, Michael!\n', '::\nMichal is an excellent mentor. He helped me land my first job as a frontend developer in a short timeline. He provided specific feedback to improve my code organization and helped me develop my thinking process. He also provided a lot of help with strategies for interviews and for developing my portfolio. I would highly recommend for anyone wanting to find a job working with ReactJs.\n', '::\nI have covered all the crucial points with Michal. He explained how to approach the application process with details and described the current expectations of the market. I am pleased with the the call.\n']"
Cameron Jenkinson,7,5.0,Frontend,"['javascript', 'nodejs', 'graphql']","['::\nCameron is great! Comes prepared to meetings, takes time to create material and gives advices for ideas or projects.\n', '::\nCameron is an amazing and responsive mentor, on top of that he is talented too. Will definitely be back for more.\n', '::\nCameron is just pure knowledge and has an amazing approach to teaching code. He knows what is he doing and is one of the best mentors on Mentor cruise. Highly recommended master for any newbie coders out there.\n']"
Carlos David Loureda Parrado,8,5.0,Frontend,"['reactjs', 'reactnative', 'javascript']","['::\nCarlos is very knowledgeable and was both supportive and flexible! Thanks so much Carlos.\n', ""::\nTaking a mentor is one of the best decisions I made this year. And I'm super lucky to have found Carlos, he is super dedicated, always here to answer my questions, very knowledgeable and experimented,fun and kind!\nI'm not a beginner myself, I'm a developer with several years of experience and lot of clients, but as a freelancer, I had nobody to go further and guide me, so I was really needing that at this point of my career. So thanks to Carlos I feel that I can take any project and I will not be stuck, and learn anything deeply!\n"", ""::\nCarlos is the best mentor you can find, if you need help with a project or you want to learn something new, he will find a way to teach it in the best possible way. He has a lot of experience in the programming area, and most important he is a great and funny person, which means that you can learn a lot in an easy and comfortable way. Among all the mentors that I had so far, he is the one that really helped me understand the basic concepts of programming, and I'm planning to stay with him for a long time just to keep learning and improving.\n""]"
Simone Cuomo,3,5.0,Frontend,"['softwaredevelopment', 'vuejs', 'softwarearchitecture']","['::\nProfessional\n', '::\nGood session\n', '::\nVery nice :)\n']"
Raghav Garg,5,4.4,Frontend,"['backend', 'ios', 'android']","['::\nIt was good\n', '::\nGreat mentor, highly recommend!\n']"
Divya Baid,6,4.8,Frontend,"['javascript', 'webdevelopment', 'mysql']","['::\nAmazing mentorship! I highly recommend her to anyone looking to professionalize their career in programming.\n', ""::\nAmazing mentor who's been super helpful with helping me acheive my goal of developing my project every step of the way.And also had the opportunity to learn a lot from her expertise.\n"", '::\nDivya was a great mentor! I highly recommend her for anyone looking to professionalize their career and grow their knowledge of React.\n']"
Ambroise Dhenain,1,5.0,Frontend,"['javascript', 'next.js', 'no-code']",['::\nGreat mentor just wrong timing for me.\n']
Mohammad Takbiri,1,5.0,Frontend,"['frontenddevelopment', 'fullstackdevelopment', 'productivity']",['::\nI hit a road block during my interview process. Mohammad helped me tackle technical questions during an interview. It was a pleasure being mentored by Mohammad. He was responsive to my questions. He also gave me general tips on how to conduct myself in an interview.\n']
Varun G,5,5.0,Frontend,"['javascript', 'reactjs', 'redux']","['::\nVarun is a great mentor and always ready to listen, provide recommendations and support whenever needed. I will always recommend him. You are the best.\n', '::\nGreat and supportive mentor.\n', '::\nVarun is a great mentor and has no qualms in rolling up his sleeve in helping me anytime. He explains very clearly with an example when ever it is necessary.\n']"
Divya Baid,6,4.8,Frontend,"['javascript', 'webdevelopment', 'mysql']","['::\nAmazing mentorship! I highly recommend her to anyone looking to professionalize their career in programming.\n', ""::\nAmazing mentor who's been super helpful with helping me acheive my goal of developing my project every step of the way.And also had the opportunity to learn a lot from her expertise.\n"", '::\nDivya was a great mentor! I highly recommend her for anyone looking to professionalize their career and grow their knowledge of React.\n']"
Ambroise Dhenain,1,5.0,Frontend,"['javascript', 'next.js', 'no-code']",['::\nGreat mentor just wrong timing for me.\n']
Mohammad Takbiri,1,5.0,Frontend,"['frontenddevelopment', 'fullstackdevelopment', 'productivity']",['::\nI hit a road block during my interview process. Mohammad helped me tackle technical questions during an interview. It was a pleasure being mentored by Mohammad. He was responsive to my questions. He also gave me general tips on how to conduct myself in an interview.\n']
Varun G,5,5.0,Frontend,"['javascript', 'reactjs', 'redux']","['::\nVarun is a great mentor and always ready to listen, provide recommendations and support whenever needed. I will always recommend him. You are the best.\n', '::\nGreat and supportive mentor.\n', '::\nVarun is a great mentor and has no qualms in rolling up his sleeve in helping me anytime. He explains very clearly with an example when ever it is necessary.\n']"
Divya Baid,6,4.8,Frontend,"['javascript', 'webdevelopment', 'mysql']","['::\nAmazing mentorship! I highly recommend her to anyone looking to professionalize their career in programming.\n', ""::\nAmazing mentor who's been super helpful with helping me acheive my goal of developing my project every step of the way.And also had the opportunity to learn a lot from her expertise.\n"", '::\nDivya was a great mentor! I highly recommend her for anyone looking to professionalize their career and grow their knowledge of React.\n']"
Ambroise Dhenain,1,5.0,Frontend,"['javascript', 'next.js', 'no-code']",['::\nGreat mentor just wrong timing for me.\n']
Mohammad Takbiri,1,5.0,Frontend,"['frontenddevelopment', 'fullstackdevelopment', 'productivity']",['::\nI hit a road block during my interview process. Mohammad helped me tackle technical questions during an interview. It was a pleasure being mentored by Mohammad. He was responsive to my questions. He also gave me general tips on how to conduct myself in an interview.\n']
Varun G,5,5.0,Frontend,"['javascript', 'reactjs', 'redux']","['::\nVarun is a great mentor and always ready to listen, provide recommendations and support whenever needed. I will always recommend him. You are the best.\n', '::\nGreat and supportive mentor.\n', '::\nVarun is a great mentor and has no qualms in rolling up his sleeve in helping me anytime. He explains very clearly with an example when ever it is necessary.\n']"
Divya Baid,6,4.8,Frontend,"['javascript', 'webdevelopment', 'mysql']","['::\nAmazing mentorship! I highly recommend her to anyone looking to professionalize their career in programming.\n', ""::\nAmazing mentor who's been super helpful with helping me acheive my goal of developing my project every step of the way.And also had the opportunity to learn a lot from her expertise.\n"", '::\nDivya was a great mentor! I highly recommend her for anyone looking to professionalize their career and grow their knowledge of React.\n']"
Ambroise Dhenain,1,5.0,Frontend,"['javascript', 'next.js', 'no-code']",['::\nGreat mentor just wrong timing for me.\n']
Mohammad Takbiri,1,5.0,Frontend,"['frontenddevelopment', 'fullstackdevelopment', 'productivity']",['::\nI hit a road block during my interview process. Mohammad helped me tackle technical questions during an interview. It was a pleasure being mentored by Mohammad. He was responsive to my questions. He also gave me general tips on how to conduct myself in an interview.\n']
Varun G,5,5.0,Frontend,"['javascript', 'reactjs', 'redux']","['::\nVarun is a great mentor and always ready to listen, provide recommendations and support whenever needed. I will always recommend him. You are the best.\n', '::\nGreat and supportive mentor.\n', '::\nVarun is a great mentor and has no qualms in rolling up his sleeve in helping me anytime. He explains very clearly with an example when ever it is necessary.\n']"
Divya Baid,6,4.8,Frontend,"['javascript', 'webdevelopment', 'mysql']","['::\nAmazing mentorship! I highly recommend her to anyone looking to professionalize their career in programming.\n', ""::\nAmazing mentor who's been super helpful with helping me acheive my goal of developing my project every step of the way.And also had the opportunity to learn a lot from her expertise.\n"", '::\nDivya was a great mentor! I highly recommend her for anyone looking to professionalize their career and grow their knowledge of React.\n']"
Ambroise Dhenain,1,5.0,Frontend,"['javascript', 'next.js', 'no-code']",['::\nGreat mentor just wrong timing for me.\n']
Mohammad Takbiri,1,5.0,Frontend,"['frontenddevelopment', 'fullstackdevelopment', 'productivity']",['::\nI hit a road block during my interview process. Mohammad helped me tackle technical questions during an interview. It was a pleasure being mentored by Mohammad. He was responsive to my questions. He also gave me general tips on how to conduct myself in an interview.\n']
Varun G,5,5.0,Frontend,"['javascript', 'reactjs', 'redux']","['::\nVarun is a great mentor and always ready to listen, provide recommendations and support whenever needed. I will always recommend him. You are the best.\n', '::\nGreat and supportive mentor.\n', '::\nVarun is a great mentor and has no qualms in rolling up his sleeve in helping me anytime. He explains very clearly with an example when ever it is necessary.\n']"
Yoav Farbey,4,5.0,User%20Research,"['productmanagement', 'productstrategy', 'designthinking']","['::\nYoav really gave me a great outer perspective to my challenges I am facing in my roles. Our communication and sessions have been very useful and efficient. I would definitely recommend him to other mentees.\n', ""::\nTo my mind, Yoav is a great mentor.\nFirst of all, Yoav is a quick responder, I always get feedback in a short time. Also, I love how well-structured and deep our sessions are.\nI'm already satisfied with the results we've managed to achieve and can recommend him without any hesitations. I'm pretty sure Yoav is capable to bring value to whatever request you have.\n"", ""::\nExcellent mentor! I'd definitely recommend him to anyone looking to advance in their career or make a transit into Product Management.\n""]"
Earl Friedberg,48,5.0,User%20Research,"['ux', 'design', 'userresearch']","[""::\nEarl is a great mentor. If you need assistance in finding a job or changing careers, he's the right one for you! Definitely a game changer for me.\n"", '::\nEarl is such a knowledgeable, thoughtful, and passionate mentor who had an immediate impact on my job search journey. I was amazed by his wealth of knowledge, resources he provides, and pieces of advice that immensely helped me improve my portfolio, resume, and interviews. He is extremely responsive and always welcomes questions. I can’t recommend more!\n', ""::\nIt's about 7 months I have had Earl as a mentor and my improvement has been exponential. Earl is organised, punctual, caring, all combined with the capacity of giving sharp, helpful feedback. Cannot recommend more.\n""]"
Tony Turner,8,4.9,User%20Research,"['productdesign', 'uxdesign', 'userexperience']","['::\nTony is very helpful and has a lot of insight in his field.\n', '::\nTony is a very systematic mentor and he really works on developing an actionable plan for your goals for your mentorship period.\nHe was able to answer and expand on the majority of my questions. Specifically, building a workflow process, focusing in on different research methods or design skills based on my goals, going through portfolio & resume thoroughly, and question prep for job interviews, and assessing jobs I had bookmarked to see if I would be a good candidate.\nThis experience is very much a get out what you put in, not complete hand-holding so make sure to come prepared with your own agenda of goals.\n', '::\nTony is a great mentor, he is readily available and knowledgeable. It is great working with him.\n']"
Shelby Corbella,17,5.0,User%20Research,"['designsystems', 'ui/ux', 'productdesign']","['::\nI would definitely recommend Shelby as a mentor, especially on the carrier development side. 👍\n', '::\nShelby was amazing. She walked through my designs and had great feedback for the good, the not so good and some quick wins and a step by step instructions on how to improve the not so good.\nI will definitely reach out to her again.\n', ""::\nI'm a newbie designer working in my very first product design role, and I had a work review session with Shelby to get advice on design systems. Shelby is super knowledgeable, and she has a big heart too! It was great to get actionable feedback on my work and to hear about how other designers/teams work. It was also very inspiring to learn why she cares about the work that she does :)\nHighly recommend! Will definitely come back for more sessions :D\n""]"
Marina Krutchinsky,12,5.0,User%20Research,"['uxdesign', 'productdesign', 'uxcareergrowth']","['::\nMarina helped provide clarity for many of the questions and unknowns that I’d been wrestling with. She did a wonderful job to make more tractable my journey and approach. I’d definitely recommend her.\n', '::\nMarina was a pleasure to mentor with! I would recommend her to anyone seeking direction or guidance from an experienced UX Professional.\n', ""::\nWorking with Marina has been a great experience!\nShe's helped me recognize and leverage my strengths as a designer. Her candid but uplifting feedback has helped me improve the work that I'm doing.\n""]"
Jasmine Yuan,3,5.0,User%20Research,"['productdesign', 'uxdesign', 'uidesign']",['NAN']
Michelle Fan,2,5.0,User%20Research,"['productdesign', 'uxdesign', 'uidesign']","[""::\nMichelle is very professional and has a systemic and actionable approach to help me progress in my career. She has broad experience and always has good advice for all of my obstacles on the way. I'm happy to have her support through this journey!\n"", ""::\nI went into my first session not quite knowing what I even wanted to get out of it, but Michelle took everything I put out and gave it structure and direction.\nI followed up with an insightful portfolio review with so many great actions I could take on immediately. I've been in the industry almost a decade and haven't gotten feedback as constructive as Michelle's. 10/10 Would recommend!\n""]"
Tanvi Shah,2,5.0,User%20Research,"['consumerpm', 'ecommerce', 'abtesting']","[""::\nShe is the friendliest person i dealt with. Very easy to communicate with and explanation methods she uses are very useful as she breaks down the subjects to simple language for me to understand.\nI can totally feel her passion when we practiced.. it's like she is practicing herself.\nAmazing experience. and i highly recommend her\n""]"
Maya Carroll,1,5.0,User%20Research,"['productdesign', 'ui/ux', 'userresearch']",['NAN']
Salem Smith,4,4.5,User%20Research,"['productstrategy', 'saas', 'userresearch']",['::\nTopline: working with him paid off - I got the job!!\nThe details: Salem is a fantastic mentor both in terms of inspiring me and really making me believe that I could make the transition to product management after 6 months of getting nowhere. And he was exceptional at breaking down my experience and framing in a way that showcased my product experience and achievements and really changing the way that I spoke and even thought about my work. His feedback on my LinkedIn generated -no lie- at least 1-2 recruiters cold reaching out to me every single day for weeks. I had 11 interviews in a single week. Really top notch guy and really happy to be working with him. My one critique is that it was a bit challenging to hear back from him sometimes as life circumstances got in the way.\n']
Bonnie Dong,1,5.0,User%20Research,"['productmanagement', 'productdiscover', 'softwareproductdevelopment']",['NAN']
Lasse Lumiaho,1,5.0,User%20Research,"['productmanagement', 'productstrategy', 'projectmanagement']","['::\n""I\'m working in the startup world, and he helped me to get my head around product development-related topics like Problem-Solution-fit. Lasse is a real professional who can help see short time challenges and long-term questions.""\n']"
Nikki Dahan,3,5.0,User%20Research,"['productdesign', 'userresearch', 'figma']",['NAN']
Jiaqi Mao,3,5.0,User%20Research,"['growthhacking', 'userresearch', 'productmarketing']","['::\nJiaqi is a very inspiring coach who has been very helpful to me across the latter stage of my career. He puts others above himself, and on several occasions has provided coaching to me that has helped me in my own career. Moreover, he is not only a career coach but a partner that really truly wants to help you succeed.\nAdditionally, Jiaqi inspired me on various topics, such as growth hacking mindset & career planning, resume building, interviewing and negotiating on my career transition journey.\nI found Jiaqi to be very engaging, conscientious and an excellent career coach.\nHe is genuinely passionate about career coaching and helping others identify and reach their career aspirations. Furthermore, his persistence and coaching was extremely valuable to my own career transition.\nIf you need a career coach to help you get to the next level in your career Jiaqi is absolutely the one.\n']"
Iryna Struk,1,5.0,User%20Research,"['productmanagement', 'userresearch', 'ecommerce']","[""::\nIryna is a highly knowledgeable and friendly person. I've really enjoyed our brief cooperation and got many useful advice out of it. Recommended!\n""]"
Jason Mccarty,1,4.0,User%20Research,"['productmanagement', 'mvp', 'requirements']",[]
Jack Fantham,2,5.0,User%20Research,"['userresearch', 'userresearchops', 'userresearchoperationsmanagement']",['NAN']
Riccardo Parenti,6,5.0,User%20Research,"['ux', 'ui', 'interactiondesign']","['::\nI am really happy with the way Ric explained everything, was totally worth it. Thank you man.\n', '::\nRic is the most amazing mentor I have met and I am so lucky to have him as a mentor. He will try his best to guide you to the right direction with thorough feedback and assignments.\n', '::\nHe is very helpful in giving me confidence and good pressure to study. He also gives me good guidelines and also talks about the industry in Japan in general which is not knowledge easily found online.\n']"
Marcelo Nunez,1,5.0,User%20Research,"['userresearch', 'uxstrategy', 'userexperience']",['::\nMarcelo is an experienced designer and mentor. He is always well prepared for our meetings and he always replies to my questions very very quickly. I feel well guided and inspired by him. 10/10 recommended!\n']
Momo Yakoub,3,5.0,Software%20Engineering,"['java', 'softwareengineering', 'distributedsystems']","[""::\nI've had a great experience with Yakoub, he is very knowledgeable and approachable and provided clear steps throughout the mentorship.\n"", '::\nMomo is awesome! He gives the best advice and encouragement. He adapts well to what works for my learning style and creates a solid structure to help you meet goals.\n', '::\nI really enjoyed my experience so far. Momo answers in a good pace and his help has been very helpful for me!\n']"
James Booth,16,5.0,Software%20Engineering,"['leadership', 'softwarearchitecture', 'aws']","[""::\nJames has been an amazing mentor. He really helped me fill in the blanks from what I wasn't learning from my bootcamp. I'be been able to focus on unit testing, continuing to become proficient in my coding skills, and even planning things out for projects, studying, etc.. He is highly recommended. You get out of it what you put into it!\n"", '::\nJames is amazing! I have been exposed to various industry best practices because of this program and I am overall very satisfied with the outcome.\n', '::\nIt was great experience having James as my mentor\n']"
Siddharth Agrawal,11,5.0,Software%20Engineering,"['deeplearning', 'computervision', 'python']","['::\nDuring our cooperation, Siddharth always promptly answered any questions that I had, related to both my work and training. Thanks to the tips and resources he shared with me, my work went faster and I got to grips with the topics that interested me more quickly.\nHe helped not only with understanding what approaches and tools to use in different problems, but also with how to approach work in general, solve problems in parts, and correctly prioritize.\nI am grateful to him for his work and look forward to collaborating with him again in the future.\n', '::\nI found Siddharth to be very professional and knowledgeable. He often gives precise and concise answers to my questions. I recommend Siddharth to anyone who is breaking into the machine learning engineer role.\n', '::\nSiddharth has been a very patient and knowledgable mentor. He has shared some very useful key insights that has helped in the project.\n']"
Paul Kim,6,5.0,Software%20Engineering,"['softwareengineering', 'careerdevelopment', 'management']","['::\n Great session. Explained clearly what I need to do and what I can expect from further sessions.\n', '::\nPaul gave me great feedback on ways to improve my responses in interviews and tips how to really catch the attention of a hiring manager vs things that are automatic no.\n', '::\nPaul provided several constructive feedbacks for my CV. He also answered a few questions outside the areas of the booked session and provided me with a lot of actionable advises. Would high recommend!\n']"
Roman Yusufov,8,4.9,Software%20Engineering,"['systemdesign', 'distributedsystems', 'scalability']","[""::\nRoman is a very knowledgeable mentor who provided me with lots of insights as to how to prepare for technical, behavioural, and OOD interviews. Over the three-week period of mentorship, I was able to make meaningful progress in my interview preparation journey. Roman's advice often comes in great depth and is shaped in a way that triggers thinking (or re-thinking). I would recommend Roman to anyone who are seriously preparing for interviews in the tech industry.\n"", '::\nRoman is a great mentor! He helped me with my study plan and continued to support me.\n', '::\nThe initial call with Roman was a very helpful session. This session triggered my thinking on where some of my ""assumptions"" might have come from and gave me a clear idea of how mentorship with him works. After the first session, some of my questions were answered, and the next steps were clear. Thanks!\n']"
Chris Eigner,1,5.0,Software%20Engineering,"['engineeringmanagement', 'engineeringleadership', 'professionalskills']","['::\nGreat mentor! Very knowledgeable about being a leader, managing a team, and positioning yourself for success. Chris helped me navigate a difficult time while my company was transitioning and gave me the confidence to make important decisions and position myself for moving up. I will definitely come back in the future.\n']"
Abhishek Jakhar,20,5.0,Software%20Engineering,"['javascript', 'react', 'css']","['::\nAbhishek is a great mentor =) you are lucky to have him as your mentor ! =)\n', ""::\nIt's been 4 months of mentorship with Abhishek. He was exceptional with his quality of teaching, helping and also in his way of tackling complex subjects on Javascript and React.\nHe is an outstanding mentor\n"", '::\nI have been learning from Abhishek for 3 months. He has been great, helpful. Helping me a lot continuously. He is so knowledgable and you are lucky to have him as a mentor =)\nHighly recommend.\n']"
Emanuele Blanco,7,5.0,Software%20Engineering,"['technologyleadership', 'agile', 'devops']","[""::\nEmanuele is a great mentor. He's an experienced professional who takes mentoring seriously by finding the time to help you out. I am sure he can help anyone looking to advance in their careers!\n"", '::\nEmanuele is a true technical leader and very helpful in listening to questions and giving feedback\n', ""::\nEmanuele was very helpful and was able to help spot the core issues to work around. It's been very productivity.\n""]"
Ankita Kulkarni,4,5.0,Software%20Engineering,"['leadership', 'softwaredevelopment', 'technical']","['::\nGreat intro chat, very clear and able to get in depth in the short time.\n', ""::\nAs a junior developer who has been feeling far behind in their career and looking to move up, Ankita has given me the sense of confidence and hope that I would've never expected given the number of failures and rejections I've faced throughout my journey so far. Through my time with her, she has helped define my career goals more clearly and given practical steps to take in order to reach where I ultimately want to be. If you are looking for a leader who is there to help support you in your career, I would highly recommend Ankita!\n"", ""::\nAnkita has continually gone above and beyond to make sure that I'm being supported and have the help that I need when I need it. It's only been a few weeks, but I already feel more confident in my work in ways that I never did previously.\n""]"
Hossam Mourad,3,5.0,Software%20Engineering,"['javascript', 'react', 'frontend']","[""::\nHossam has the heart of a teacher and a very genuine desire to see you reach your full potential. As a newer engineer, I enjoy being able to learn from Hossam's extensive experience in Software Engineering. He does a great job of helping me to become a well-rounded engineer with hard and soft skills. There is no doubt in my mind the time and resources I have invested as a mentee has been very well worth it.\n"", '::\nHossam does an exceptional job of mentoring. I have been doing sessions with him for a little over two months and have already seen a dramatic improvement in the code that I am able to write. He has a very deliberate, well-planned method of mentoring.\nI would highly recommend mentoring sessions with Hossam, especially for anyone in the Front-End Development world.\n']"
Reza Fazeli,3,5.0,Software%20Engineering,"['machinelearning', 'naturallanguageprocessing', 'computervision']","['::\nReza I a very good mentor with an experience in data science, and he is very organized\n', '::\nReza was able to point me in the right direction very quickly and I was able to get a position I was looking for.\n', '::\nReza has been a very dedicated mentor and always on time. I did enjoy my sessions with him and recommend him to anybody wanting to expand on their data science knowledge.\n']"
Ahmed Sadman Muhib,2,5.0,Software%20Engineering,"['python', 'react', 'javascript']","['::\nAhmed is a great mentor! I was looking for a mentor who could help me strengthen my technical background and Ahmed was a great help. He shared many valuable resources and has excellent knowledge when it comes to technical aspects. Most importantly he held me accountable by assigning weekly milestones to achieve which helped quite a bit with my studying progress. I would highly recommend working with Ahmed.\n', ""::\nI'm absolutely loving this mentorship. Muhib is very methodical in his teaching, definitely knows what he is doing. All of his explanations are very thorough and he teaches in a fun and friendly environment. With his guidance, my productivity and retention has increased tremendously. I achieved much more in past few weeks which would have taken months otherwise. Probably the quality I like most about him is that he is very responsive and goes above and beyond to help me. I would definitely recommend him as a mentor.\n""]"
Tanvi Mathur,1,5.0,Software%20Engineering,"['productmanagement', 'microsoft', 'softwareengineeringtoproductmanagement']","['::\nIt was an incredible chat. Tanvi was able to discuss the topics that I bring in an obvious way, and also, she was receptive to my subjects and questions\n']"
Anand Safi,63,5.0,Software%20Engineering,"['technicalvision', 'sdlc', 'nodejs']","['::\nAnand helped me every step of job seeking - from screening to technical to impressing the CEO. He sent over multiple reading materials, video tutorials and sample questions of every round of interview in order to prepare for them.\n', '::\nAnand is very knowledgable in the career path that I chose and I\'m very happy with the progress I\'m making with his guidance. I\'m in that ""dark place"" when aspiring developers are between finishing a certification and landing a job offer. If you think that you need help in improving your job hunting spiel, acing that technical code interview or just need someone to ""point you to the right direction"", then Anand is the right mentor for you!\n', ""::\nThanks Anand. I feel more confident about my job search now thanks to you. I also learned a lot about topics that can't be learn through a blog post or an online course.\n""]"
Benjamin Kaiser,16,5.0,Software%20Engineering,"['javascript', 'react', 'nodejs']","['::\nBen is an excellent mentor, patient, and best teacher you could find.\n', ""::\nBenjamin is a high-class professional who knows his thing and is happy to share his knowledge. Especially if you're looking to level up your React app performance optimization and deployment skills - that's a request I approached him with and got what I expected. I will definitely come back for more mentorship again when I'll be ready to level up my skills further.\n"", ""::\nBenjamin is really friendly and helpful, he tries to help in any way he can! He shared many insights, idea's and also helped me with social oriented aspects that are related to my developer role.\n""]"
Hari Dulipudi,8,4.9,Software%20Engineering,"['entrepreneurship', 'bootstrapping', 'productmanagement']","['::\nHari is a great mentor. He helped me in brain storming on strategy and UX and planning the next steps. Hari also provided very good ideas and information on various topics.\nIt was a pleasure to work with him.\n', '::\nWas able to speak with him straight away and he went over and beyond to give me info on how he started and attribute things to the idea i had!\n', '::\nHari is very knowledgeable in the area of micro startups. Using his experience he was able to guide and suggest first steps to get started. I would recommend him to anyone beginning their journey in this area.\n']"
Michael Spiegel,1,5.0,Software%20Engineering,"['java', 'c', 'go']",['::\nSuper knowledgeable and every topic and very enthusiastic to help\n']
Mikhail Sosonkin,1,5.0,Software%20Engineering,"['softwareengineering', 'cybersecurity', 'hacking']","['::\nMikhail, have been amazing mentor, very knowledgeable, puntual , clear and honest with his comments, it help me a lot with his guidance.\nWe work with best practices, point me in the right direction and listen to my questions and doubts and based on that he gave me good advices.\nThank you Mike.\n']"
